"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Interchange/gltf/M_Unlit.M_Unlit","16","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","16","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","16","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","16","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","16","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","16","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","16","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","16","0","140","6","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","16","0","23","1","0.000000","0","0"
"/Game/target_decal_material.target_decal_material","16","0","21","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","16","0","26","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","16","0","4","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","16","0","44","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","16","0","46","2","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","16","0","4","1","0.000000","0","0"
